player_no,team_code,first_name,last_name,song,song_code
176,CHW,Dylan,Cease,"Adonis Interlude (The Montage)",s0176
177,CHW,Mike,Clevinger,"Ooh La La",s0177
178,CHW,Lucas,Giolito,"Surround Sound",s0265
179,CHW,Liam,Hendriks,"We Will Rock You",s0179
180,CHW,Kendall,Graveman,"I Meant It",s0180
181,CHW,Joe,Kelly,Alone,s0181
182,CHW,Michael,Kopech,"Angel Band (Jubilee Version)",s0182
183,CHW,Jimmy,Lambert,"Knuck If You Buck",s0183
184,CHW,Reynaldo,López,"Sanctus Real",s0184
185,CHW,Lance,Lynn,"No Problem",s0185
186,CHW,Keynan,Middleton,"Search & Rescue",s0186
187,CIN,Graham,Ashcraft,"Black Powder Soul",s0187
188,CIN,Jose,Barrero,Repórtense,s0188
189,CIN,Will,Benson,"Lord Knows",s0189
190,CIN,Curt,Casali,"Safari Song",s0190
191,CIN,Luis,Cessa,Pepas,s0191
192,CIN,Fernando,Cruz,"Circle Of Life",s0192
193,CIN,Alexis,Díaz,Matador,s0193
194,CIN,Stuart,Fairchild,"Superhero (Heros & Villains)",s0194
195,CIN,Buck,Farmer,"The Chain",s0738
196,CIN,Jake,Fraley,"Set In Stone",s0196
197,CIN,Ian,Gibaut,Texas,s0318
198,CIN,Hunter,Greene,""Shook Ones, Pt. II "",s0198
199,CIN,Jonathan,India,"Hustler Musik",s0199
200,CIN,Joel,Kuhnel,Remedy,s0200
201,CIN,Derek,Law,"High Hopes",s0201
202,CIN,Nick,Lodolo,"Tequila Shots",s0247
203,CIN,Luke,Maile,Kashmir,s0603
204,CIN,Wil,Myers,"Kickstart My Heart",s0841
205,CIN,Kevin,Newman,LION,s0205
206,CIN,Connor,Overton,"Tuesday's Gone",s0206
207,CIN,Reiver,Sanmartin,"La Rebelión",s0207
208,CIN,Spencer,Steer,Solid,s0208
209,CIN,Tyler,Stephenson,BOOTS,s0209
210,CIN,Jason,Vosler,Baianá,s0700
211,CIN,Joey,Votto,"Nikes On My Feet",s0211
212,CIN,Alex,Young,"Circo Loco",s0346
213,CLE,Gabriel,Arias,25/8,s0733
214,CLE,Josh,Bell,"Really Got It",s0214
215,CLE,Will,Brennan,"White Tiger (Cat Carpenter Remix)",s0215
216,CLE,Shane,Bieber,"Attention Span",s0216
217,CLE,Aaron,Civale,"Down And Out",s0217
218,CLE,Emmanuel,Clase,"Di Di Di",s0218
219,CLE,Xzavion,Curry,"Stay Fly",s0219
220,CLE,Enyel,"De Los Santos","Papa Dios Me Dijo",s0220
221,CLE,Hunter,Gaddis,Flower,s0635
222,CLE,Cameron,Gallagher,"Cooped Up / Return of the Mack",s0222
223,CLE,Andrés,Giménez,Medallo,s0223
224,CLE,Oscar,Gonzalez,"SpongeBob SquarePants Theme Song",s0224
225,CLE,Sam,Hentges,"Break Em' Off",s0225
226,CLE,Tim,Herrin,"Middle Child",s0226
227,CLE,James,Karinchak,Rise,s0227
228,CLE,Steven,Kwan,"Blow the Whistle",s0228
229,CLE,Triston,McKenzie,"Fair Trade",s0229
230,CLE,Eli,Morgan,"Can't You Hear Me Knocking",s0230
231,CLE,Cody,Morris,"I'm Good",s0231
232,CLE,Bo,Naylor,"It Was A Good Day",s0232
233,CLE,Josh,Naylor,"Hold Yuh",s0233
234,CLE,Konnor,Pilkington,"Gimme Shelter",s0722
235,CLE,Zach,Plesac,"Calling My Spirit",s0235
236,CLE,Cal,Quantrill,"Famous Last Words",s0236
237,CLE,José,Ramírez,Leyenda,s0237
238,CLE,Amed,Rosario,"Porque Tengo Cuarto",s0238
239,CLE,Nick,Sandlin,"Hollywood's Bleeding",s0239
240,CLE,Trevor,Stephan,"Get Into It (Yuh)",s0240
241,CLE,Myles,Straw,"Hey Ma",s0241
242,CLE,Meibrys,Viloria,"Tamo' Locos",s0242
243,CLE,Mike,Zunino,"Does To Me",s0243
244,COL,Daniel,Bard,"Nothing Holds Me Down",s0244
245,COL,Ty,Blach,"River of Life",s0798
246,COL,Charlie,Blackmon,"Your Love",s0246
247,COL,Kris,Bryant,"Tequila Shots",s0247
248,COL,Jhoulys,Chacin,"Meet Me in the Middle",s0248
249,COL,Alex,Colome,Farruko,s0249
250,COL,Yonathan,Daza,"Maracay Way",s0250
251,COL,Elias,Díaz,"Las Avispas",s0867
252,COL,Carlos,Estévez,"Llego El Real Remix- En Vivo",s0252
253,COL,Kyle,Freeland,"Trap Paris (Clean)",s0253
254,COL,Lucas,Gilbreath,"Ride the Lightning",s0254
255,COL,Ashton,Goudeau,"Motley Crew",s0544
256,COL,Randal,Grichuk,"Lil' Bit",s0256
257,COL,Garrett,Hampson,"Under the Sun",s0257
258,COL,Sam,Hilliard,"Sleeping on the Blacktop",s0289
259,COL,Conner,Joe,Redbone,s0668
260,COL,Chad,Kuhl,Rooster,s0571
261,COL,Justin,Lawerence,"All for Us",s0261
262,COL,German,Márquez,"Pensando En Ti",s0262
263,COL,Ryan,McMahon,Drifter,s0263
264,COL,Dom,Nuñez,"Me or Sum",s0264
265,COL,Brendan,Rodgers,"Surround Sound",s0265
266,COL,Antonio,Senzatela,"Esta Vida",s0266
267,COL,Alan,Trejo,"Oh Boy",s0267
268,DET,Tyler,Alexander,"bad guy",s0268
269,DET,Akil,Baddoo,"It’s Plenty",s0269
270,DET,Javier,Baez,"Tengo Amigos",s0270
271,DET,Matthew,Boyd,"Cinderella Man",s0271
272,DET,Miguel,Cabrera,"Let´s Get It",s0272
273,DET,Kerry,Carpenter,"Fruits Of My Labor",s0273
274,DET,José,Cisnero,"Ay Si Niño",s0815
275,DET,Brendon,Davis,Ghost,s0618
276,DET,Mason,Englert,Yikes,s0276
277,DET,Jason,Foley,"What Is Love (7´´ Mix)",s0277
278,DET,Rony,Garcia,Singapur,s0278
279,DET,Greene,,"Me On Whiskey",s0279
280,DET,Eric,Haase,"Coming Undone",s0336
281,DET,Garrett,Hill,"My Kind Of Party",s0281
282,DET,Andy,Ibáñez,"Así Como David Danzaba",s0282
283,DET,Ryan,Kreidler,"In The Yuma",s0283
284,DET,Alex,Lange,"Sweet Emotion",s0284
285,DET,Matt,Manning,"Public Service Announcement",s0805
286,DET,Nick,Maton,"Hungry Like The Wolf",s0286
287,DET,Zach,McKinstry,Bawitaba,s0287
288,DET,Austin,Meadows,"Calm Down",s0833
289,DET,Casey,Mize,"Sleeping on the Blacktop",s0289
290,DET,Tyler,Nevin,"Square Dance",s0839
291,DET,Eduardo,Rodriguez,Benediciones,s0291
292,DET,Jake,Rogers,"Fast As You",s0292
293,DET,Jonathan,Schoop,"Ku Lo Sa",s0293
294,DET,Zack,Short,Outkast,s0294
295,DET,Tarik,Skubal,"Free Smoke",s0295
296,DET,Spencer,Torkelson,"White Tiger (Cat Carpenters Remix)",s0296
297,DET,Spencer,Turnbull,"No Longer Bound",s0297
298,DET,Will,Vest,"Glitter Ain't Gold",s0807
299,DET,Matt,Vierling,"Country Grammar",s0299
300,DET,Joey,Wentz,Business,s0300
301,DET,Trey,Wingenter,"Diamonds From Sierra Leone",s0301
302,HOU,Jose,Abreu,"El Duro",s0302
303,HOU,Jose,Altuve,"Mas De La Una",s0303
304,HOU,Yordan,Alvarez,"Still Tippin",s0304
305,HOU,Rylan,Bannon,"Follow God",s0780
306,HOU,Alex,Bregman,"Change Lanes",s0306
307,HOU,Michael,Brantley,"Walk Thru",s0307
308,HOU,Yainer,Diaz,"Jovenes Millionarios",s0308
309,HOU,Mauricio,Dubon,"No Se Va (En Vivo)",s0309
310,HOU,David,Hensley,Rambo,s0310
311,HOU,Corey,Julks,"Just A Dog",s0311
312,HOU,Korey,Lee,""Nuthin' But A ""G"" Thing "",s0312
313,HOU,Martin,Maldonado,"Gracias Remix",s0313
314,HOU,Chas,McCormick,"Rocky Road Pt. 2",s0314
315,HOU,Jake,Meyers,"In The Air Tonight",s0315
316,HOU,Jeremy,Pena,Grillz,s0316
317,HOU,Cesar,Salazar,"Hasta Que Dios Diga",s0317
318,HOU,Kyle,Tucker,Texas,s0318
319,HOU,Bryan,Abreu,"Comenzo La Fiesta",s0319
320,HOU,Ronel,Blanco,"Tontoron Tonton",s0320
321,HOU,Hunter,Brown,Stranglehold,s0866
322,HOU,Luis,Garcia,"Yandel 150",s0685
323,HOU,Christian,Javier,"Las Avispas",s0867
324,HOU,Seth,Martinez,"Voodoo Child",s0324
325,HOU,Lance,"McCullers Jr.","Surf Swag",s0325
326,HOU,Phil,Maton,"The Joker and The Thief",s0326
327,HOU,Rafael,Montero,"No Guardo Luto",s0327
328,HOU,Hector,Neris,"La Muchachita",s0328
329,HOU,Ryan,Pressly,"God's Gonna Cut You Down",s0810
330,HOU,Ryne,Stanek,"Still D.R.E.",s0644
331,HOU,Jose,Urquidy,"El Corrido De Mazatlan",s0331
332,HOU,Framber,Valdez,"Ella Baila Sola",s0830
333,KC,Scott,Barlow,"The Waltz",s0333
334,KC,Kris,Bubic,"I Wanna Rock - The Kings G-Mix",s0334
335,KC,Aroldis,Chapman,"La Vida es un Carnaval",s0335
336,KC,Taylor,Clarke,"Coming Undone",s0336
337,KC,Dylan,Coleman,Solo,s0337
338,KC,Matt,Duffy,"Age of Machine",s0338
339,KC,Nate,Eaton,"Outlaws Like Us",s0339
340,KC,Freddy,Fermin,"Feliz Cumpleaños Ferxxo",s0340
341,KC,Maikel,Garcia,25/8,s0733
342,KC,Amir,Garrett,"Hussle & Motivate",s0342
343,KC,Zack,Greinke,"Anywhere With You",s0343
344,KC,Jonathan,Heasley,"South On Ya",s0621
345,KC,Carlos,Hernandez,"Mi Nina",s0345
346,KC,Kyle,Isbel,"Circo Loco",s0346
347,KC,Brad,Keller,Frogman,s0347
348,KC,Nicky,Lopez,Fly,s0348
349,KC,Jordan,Lyles,Numb,s0349
350,KC,Daniel,Lynch,"Whole Lotta Love",s0350
351,KC,Michael,Massey,"Man Made A Bar",s0351
352,KC,MJ,Melendez,Altar,s0352
353,KC,Edward,Olivares,Otro,s0353
354,KC,Vinnie,Pasquantino,Transportin',s0354
355,KC,Salvador,Perez,"Yandel 150",s0685
356,KC,Nick,Pratto,Roses,s0356
357,KC,Brady,Singer,"Waiting for the Thunder",s0357
358,KC,Collin,Snider,"The Stroke",s0683
359,KC,Josh,Taylor,"can't look back",s0359
360,KC,Drew,Waters,"Live Your Life",s0360
361,KC,Bobby,"Witt Jr.","You Can't Imagine",s0361
362,LAA,Tyler,Anderson,"Last Red Down",s0362
363,LAA,Jaime,Barria,"Patria (Motherland)",s0363
364,LAA,Griffin,Canning,"Blue World",s0662
365,LAA,Tucker,Davidson,"Praise God",s0365
366,LAA,Reid,Detmers,"Welcome To The Show",s0366
367,LAA,Brandon,Drury,"2 Of Amerikaz Most Wanted",s0367
368,LAA,Carlos,Estevez,"Después de la Playa",s0725
369,LAA,David,Fletcher,"Forgot About Dre",s0369
370,LAA,Jimmy,Herget,Sabotage,s0573
371,LAA,Jake,Lamb,"Feds Watching",s0371
372,LAA,Aaron,Loup,"UNAPOLOGETICALLY COUNTRY AS HELL",s0372
373,LAA,Matt,Moore,"King Nothing",s0373
374,LAA,Logan,O'Hoppe,"Public Service Announcment",s0374
375,LAA,Shohei,Ohtani,"Can't Get Enough",s0375
376,LAA,Brett,Philips,""Wish on an Eyelash, Pt. 2 "",s0376
377,LAA,Jose,Quijada,"Sigo Siendo el Papá",s0377
378,LAA,Anthony,Rendon,"Bidi Bidi Bom Bom",s0378
379,LAA,Hunter,Renfroe,"I Wrote The Book",s0715
380,LAA,Luis,Rengifo,512,s0380
381,LAA,Patrick,Sandoval,"Mueve Tu Cintura",s0381
382,LAA,Max,Stassi,"First Off",s0382
383,LAA,Jose,Suarez,"Yo Sé Que Dios Me Tiene A Mi Lo Mio",s0383
384,LAA,Ryan,Tepera,"Wherever I May Roam",s0488
385,LAA,Mike,Trout,"I Luv It",s0385
386,LAA,Gio,Urshela,"Where I Belong",s0813
387,LAA,Jared,Walsh,"The World Is Yours",s0387
388,LAA,Andrew,Wantz,GHOST!,s0388
389,LAA,Taylor,Ward,Too,s0389
390,LAD,Yency,Almonte,10K,s0390
391,LAD,Austin,Barnes,Superhero,s0391
392,LAD,Mookie,Betts,"30 For 30",s0392
393,LAD,Phil,Bickford,Apricots,s0393
394,LAD,Walker,Buehler,"Shots & Squats",s0394
395,LAD,Caleb,Ferguson,"Song Not Available",NULL
396,LAD,Freddie,Freeman,"Baila Conmigo",s0396
397,LAD,Tony,Gonsolin,"Cat Daddy",s0397
398,LAD,Brusdar,Graterol,"Real Guerrero - Remix",s0398
399,LAD,Michael,Grove,"Grove St. Party",s0637
400,LAD,Jason,Heyward,"Jimmy Cooks",s0499
401,LAD,Andre,Jackson,"I'm Your Boogie Man",s0401
402,LAD,Clayton,Kershaw,"We Are Young",s0887
403,LAD,JD,Martinez,Hustlin',s0876
404,LAD,Dustin,May,"Born of a Broken Man",s0404
405,LAD,Shelby,Miller,"Victory Lap",s0405
406,LAD,Max,Muncy,"Welcome To The Party",s0406
407,LAD,James,Outman,"Get It Today",s0407
408,LAD,David,Peralta,"La Chona",s0408
409,LAD,Evan,Phillips,"Patty Pinblett Entrancm",s0409
410,LAD,Miguel,Rojas,25/8,s0733
411,LAD,Will,Smith,"Ride Wit Me",s0786
412,LAD,Noah,Syndergaard,"Hail Mary",s0412
413,LAD,Chris,Taylor,"Pump It",s0413
414,LAD,Trayce,Thompson,"Blue Laces",s0414
415,LAD,Blake,Treinen,"Fire Emoji",s0415
416,LAD,Julio,Urías,"¿Quién Dijo?",s0416
417,LAD,Miguel,Vargas,"El Hokage",s0507
418,LAD,Alex,Vesia,Gasoline,s0418
419,MIA,Sandy,Alcantara,Alibaba,s0419
420,MIA,Matt,Barnes,Bigfoot,s0420
421,MIA,Huascar,Brazoban,"El Ganador",s0421
422,MIA,Edward,Cabrera,"Tengo Mas",s0422
423,MIA,Daniel,Castano,"Open the Gate",s0423
424,MIA,JT,Chargois,"Edge of Seventeen",s0424
425,MIA,Johnny,Cueto,"Corazon Culpaple",s0425
426,MIA,Dylan,Floro,"For Whom the Bell Tolls",s0698
427,MIA,Braxton,Garrett,"Sweet Home Alabama",s0547
428,MIA,Bryan,Hoeing,"What You Know",s0587
429,MIA,Jesus,Luzardo,"Survival of the Fittest",s0429
430,MIA,Andrew,Nardi,"Separate Ways (Worlds Apart)",s0430
431,MIA,Steven,Okert,"Kings of Summer - Single Version",s0431
432,MIA,A.J.,Puk,Intro,s0432
433,MIA,Johan,Quezada,"Dios Nunca Falla",s0433
434,MIA,Trevor,Rogers,"Sharp Dressed Man",s0434
435,MIA,Tanner,Scott,Mother,s0435
436,MIA,Devin,Smeltzer,"A Pirate Looks at 40",s0436
437,MIA,Luis,Arraez,"A I O",s0437
438,MIA,Jon,Berti,"Still D.R.E. - Instrumental",s0438
439,MIA,Peyton,Burdick,"Family Ties",s0439
440,MIA,Jazz,"Chisholm Jr.","Jazz Chisholm",s0440
441,MIA,Garrett,Cooper,"California Breeze",s0441
442,MIA,Bryan,"De La Cruz","Sal Pa La Luz",s0442
443,MIA,Xavier,Edwards,"Gang Gang",s0443
444,MIA,Nick,Fortes,"The Devil is a Lie",s0444
445,MIA,Avisail,Garcia,"Fiesta & Calle",s0445
446,MIA,Yuli,Gurriel,"El Vecino",s0446
447,MIA,Garrett,Hampson,"STAYING ALIVE",s0447
448,MIA,Jesus,Sanchez,Bendecio,s0448
449,MIA,Jean,Segura,"Ay si Nino",s0815
450,MIA,Jorge,Soler,"Mirenme Ahora",s0453
451,MIA,Jacob,Stallings,"Awesome God",s0451
452,MIA,Joey,Wendle,Nobody,s0452
453,MIL,Willy,Adames,"Mírenme Ahora",s0453
454,MIL,Brian,Anderson,"Sweet Child O' Mine",s0454
455,MIL,Mike,Brosseau,"Speak 4 Em",s0455
456,MIL,Victor,Caratini,Agradecido,s0456
457,MIL,William,Contreras,Narco,s0531
458,MIL,Owen,Miller,Yungen,s0458
459,MIL,Garrett,Mitchell,"Lemon Pepper Freestyle",s0459
460,MIL,Andruw,Monasterio,"Pa' Que Retozen",s0460
461,MIL,Blake,Perkins,"No Fear",s0461
462,MIL,Darin,Ruf,"Doin' This",s0462
463,MIL,Raimel,Tapia,"Salve a San Antonio",s0463
464,MIL,Tyrone,Taylor,"I'm Real",s0464
465,MIL,Rowdy,Tellez,"California Day",s0465
466,MIL,Abraham,Toro,"Yandel 150",s0685
467,MIL,Brice,Turang,Paradise,s0467
468,MIL,Luis,Urías,"Ella Baila Sola",s0830
469,MIL,Joey,Wiemer,"Party On Fifth Ave.",s0469
470,MIL,Jesse,Winker,"Jumbotron Poppin'",s0470
471,MIL,Christian,Yelich,Jungle,s0471
472,MIL,Jason,Alexander,De-Stress,s0472
473,MIL,Aaron,Ashby,"Howlin' For You",s0473
474,MIL,J.B.,Bukauskas,"What I Can't Put Down",s0903
475,MIL,Corbin,Burnes,"Friends In Low Places",s0475
476,MIL,Jake,Cousins,"The Show Goes On",s0476
477,MIL,Adrian,Houser,Stranglehold,s0866
478,MIL,Janson,Junk,"Black Hole Sun",s0478
479,MIL,Eric,Lauer,Zoom,s0479
480,MIL,Trevor,Megill,"The Four Horsemen",s0480
481,MIL,Wade,Miley,"The Spirit Of Radio",s0481
482,MIL,Tyson,Miller,Higher,s0482
483,MIL,Hoby,Milner,"Please Don't Go",s0483
484,MIL,Joel,Payamps,JS4E,s0484
485,MIL,Elvis,Peguero,"Apuesta A Mi",s0485
486,MIL,Freddy,Peralta,"Con Cotorra No",s0486
487,MIL,Colin,Rea,red,s0487
488,MIL,Ethan,Small,"Wherever I May Roam",s0488
489,MIL,Bennett,Sousa,Unified,s0489
490,MIL,Peter,Strzelecki,Reborn,s0490
491,MIL,Julio,Teheran,"El Centurión de la Noche",s0491
492,MIL,Devin,Williams,Ready,s0492
493,MIL,Bryse,Wilson,"God's Gonna Cut You Down",s0810
494,MIL,Brandon,Woodruff,"What Makes You Country",s0494
495,MIN,Byron,Buxton,"Cut Me Up",s0495
496,MIN,Willi,Castro,"Que No (Remix)",s0496
497,MIN,Carlos,Correa,25/8,s0733
498,MIN,Kyle,Farmer,"A Sky Full of Stars",s0498
499,MIN,Joey,Gallo,"Jimmy Cooks",s0499
500,MIN,Nick,Gordon,"Money Trees",s0500
501,MIN,Ryan,Jeffers,"Ms. Poli Sci",s0501
502,MIN,Edouard,Julien,"All My Life",s0838
503,MIN,Max,Kepler,Cameras,s0503
504,MIN,Alex,Kirilloff,Blessings,s0504
505,MIN,Trevor,Larnach,"Cooler than a Bitch",s0505
506,MIN,Royce,Lewis,Walk,s0506
507,MIN,Jose,Miranda,"El Hokage",s0507
508,MIN,Jorge,Polanco,"Te Siento En Para",s0508
509,MIN,Donovan,Solano,"Calm Down",s0833
510,MIN,Michael,Taylor,"You Got It",s0510
511,MIN,Christian,Vázquez,"Gracias - Remix",s0511
512,MIN,Matt,Wallner,Rollin,s0512
513,MIN,Jorge,Alcala,"Voy a ser Grande",s0513
514,MIN,Jhoan,Duran,"El Incromprendido",s0514
515,MIN,Sonny,Gray,Throwback,s0515
516,MIN,Griffin,Jax,"No Long Talk",s0516
517,MIN,Jorge,López,"La Jumpa",s0517
518,MIN,Pablo,López,"Tu Me Quemas",s0518
519,MIN,Kenta,Maeda,Hikoutei,s0519
520,MIN,Tyler,Mahle,"The Outsiders",s0520
521,MIN,Jovani,Moran,"El Mundo Es Mio",s0521
522,MIN,Emilio,Pagán,""Stop, Drop, Roll "",s0522
523,MIN,Joe,Ryan,"Fire On the Mountain",s0523
524,MIN,Cole,Sands,Sandstorm,s0524
525,MIN,Caleb,Thielbar,"Wake Up",s0525
526,MIN,"Simeon Woods",Richardson,"Duffle Bag Boy",s0582
527,NYM,Pete,Alonso,""Shook Ones, Pt. II"",s0527
528,NYM,Brett,Baty,"After Hours",s0528
529,NYM,Mark,Canha,"Tarzan Boy",s0529
530,NYM,Carlos,Carrasco,"Summer of '69",s0530
531,NYM,Edwin,Díaz,Narco,s0531
532,NYM,Eduardo,Escobar,Dura,s0532
533,NYM,Luis,Guillorme,"Brother Louie",s0533
534,NYM,Tommy,Hunter,"N****s in Paris",s0534
535,NYM,Francisco,Lindor,"El Abayarde",s0535
536,NYM,Tim,Locastro,"Old Thing Back",s0536
537,NYM,Starling,Marte,"Si Lo Puedes Soñar",s0537
538,NYM,Jeff,McNeil,"Rock of Ages",s0797
539,NYM,Tylor,Megill,"Big Poppa",s0539
540,NYM,Tomás,Nido,"Me Porto Bonito",s0736
541,NYM,Brandon,Nimmo,"I'm So Blessed - Best Day Remix",s0541
542,NYM,Stephen,Nogosek,"Dixieland Delight",s0542
543,NYM,Adam,Ottavino,Alive,s0654
544,NYM,David,Peterson,"Motley Crew",s0544
545,NYM,Tommy,Pham,Freestyle,s0681
546,NYM,Brooks,Raley,"Loud and Heavy",s0546
547,NYM,David,Roberston,"Sweet Home Alabama",s0547
548,NYM,Max,Scherzer,Forever,s0548
549,NYM,Kodai,Senga,"Counting Stars",s0549
550,NYM,Drew,Smith,"Electric Feel",s0550
551,NYM,Justin,Verlander,"Till I Collapse",s0551
552,NYM,Daniel,Vogelbach,"Type of Way",s0552
553,NYY,Aaron,Judge,Hello,s0553
554,NYY,Anthony,Rizzo,Intoxicated,s0554
555,NYY,Anthony,Volpe,"Lay Low",s0721
556,NYY,Billy,McKinney,"The Scotts",s0556
557,NYY,Ben,Rortvedt,"Locked Up",s0557
558,NYY,DJ,LeMahieu,"The Rev3nge",s0558
559,NYY,Giancarlo,Stanton,"Don't Play",s0559
560,NYY,Gleyber,Torres,"City of Gods",s0560
561,NYY,Harrison,Bader,"Good For You",s0561
562,NYY,Isiah,Kiner-Falefa,"Who? What?",s0562
563,NYY,Jake,Bauers,"High Today",s0563
564,NYY,Jose,Trevino,"Hip Hop Hooray",s0564
565,NYY,Josh,Donaldson,"What's Beef",s0565
566,NYY,Kyle,Higashioka,"I Was Made For Lovin' You",s0566
567,NYY,Oswaldo,Cabrera,Chimbala,s0567
568,NYY,Oswald,Peraza,Neverita,s0568
569,NYY,Willie,Calhoun,"All My Life",s0838
570,NYY,Albert,Abreu,Bendiciones,s0570
571,NYY,Carlos,Rodón,Rooster,s0571
572,NYY,Clarke,Schmidt,"Rosa Parks",s0572
573,NYY,Clay,Holmes,Sabotage,s0573
574,NYY,Domingo,Germán,"Vale la Pena",s0574
575,NYY,Gerrit,Cole,"Lean Back",s0575
576,NYY,Jonathan,Loáisiga,"Welcome to the Jungle",s0643
577,NYY,Lou,Trivino,"The End",s0577
578,NYY,Luis,Severino,Misericordia,s0578
579,NYY,Michael,King,"Messin' with the King",s0579
580,NYY,Nestor,Cortes,"El Cero",s0580
581,NYY,Nick,Ramirez,"In a Minute",s0581
582,NYY,Ron,Marinaccio,"Duffle Bag Boy",s0582
583,NYY,Tommy,Kahnle,Ya'meen,s0583
584,NYY,Wandy,Peralta,Aguanile,s0584
585,OAK,Domingo,Acevedo,"Mi Ultima Dia",s0585
586,OAK,Jesús,Aguilar,"It's a Beautiful Day",s0586
587,OAK,Nick,Allen,"What You Know",s0587
588,OAK,Seth,Brown,"Caribou Lou",s0588
589,OAK,JJ,Bleday,"Serial Killa (Instrumental)",s0589
590,OAK,Conner,Capel,"Southside Still Holdin",s0590
591,OAK,Aledmys,Díaz,"Rie & Llora",s0591
592,OAK,Jordan,Diaz,"Quien (TV Remix)",s0592
593,OAK,Jeurys,Familia,"Danza Kuduro",s0593
594,OAK,Shintaro,Fujinami,"It's My Life",s0594
595,OAK,Rico,Garcia,RICO,s0595
596,OAK,Zach,Jackson,"Blue Collar Boys",s0596
597,OAK,Dany,Jiménez,"Pegao / Me Miro y La Mire",s0597
598,OAK,James,Kaprielian,"Hot (Remix)",s0598
599,OAK,Tony,Kemp,"Need It",s0599
